Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA
SP1,11/03/2007,Osasuna,Valencia,1,1,D,1,0,H,10,12,5,6,19,18,3,5,2,5,0,0,3.2,3.1,2.25,3.05,3.15,2.2,3.1,3.2,2.25,3.1,3,2.2,3,3,2.2,3.1,3.1,2.2,3.3,3.25,1.95,3,3.2,2.2,3,3.2,2.1,47,3.2,3.04,3.25,3.14,2.35,2.23
SP1,11/03/2007,Santander,Espanol,1,1,D,1,1,D,14,9,5,5,20,23,6,2,2,1,0,0,2.2,3.2,3.25,2.25,3.1,3,2.2,3.2,3.25,2.1,3,3.3,2.1,3.2,3,2.2,3.1,3.1,2.1,3.1,3.1,2.1,3.2,3.2,2.1,3.2,3,47,2.3,2.19,3.25,3.15,3.4,3.09
SP1,11/03/2007,Sociedad,Mallorca,3,1,H,2,1,H,13,18,8,4,16,14,6,6,2,1,1,0,2.3,3.2,3,2.35,3.15,2.8,2.35,3.25,2.9,2.4,3.1,2.7,2.25,3.2,2.75,2.38,3.1,2.8,2.3,3.1,2.75,2.15,3.2,3.1,2.25,3.25,2.75,48,2.5,2.34,3.25,3.15,3.25,2.85
SP1,17/03/2007,Ath Bilbao,Osasuna,0,3,A,0,1,A,12,11,5,3,19,21,5,3,2,2,1,0,2.25,3.2,3.1,2.2,3.15,3.05,2.25,3.1,3,2.2,2.9,3.2,2.25,2.9,3,2.1,3.2,3.2,2.3,3,2.8,2.2,3,3.2,2.2,3.2,2.8,47,2.3,2.22,3.27,3.12,3.4,3.06
SP1,17/03/2007,Mallorca,Betis,2,0,H,2,0,H,13,8,7,2,21,23,8,2,4,2,0,0,2.3,3.1,3.1,2.4,3.15,2.7,2.3,3.1,3,2.3,2.9,3,2.37,2.87,2.8,2.38,3.1,2.8,2.25,3.1,2.8,2.2,3,3.2,2.3,3,2.8,46,2.45,2.34,3.2,3.07,3.2,2.92
SP1,17/03/2007,Recreativo,Barcelona,0,4,A,0,3,A,13,11,6,6,10,10,3,2,1,2,0,0,5.5,3.6,1.61,5.5,3.4,1.6,5,3.4,1.68,4.5,3.3,1.7,4.33,3.2,1.72,4.6,3.6,1.65,5,3.3,1.61,5.5,3.4,1.6,4.35,3.3,1.7,46,5.8,4.91,3.6,3.39,1.75,1.68
SP1,17/03/2007,Valencia,Santander,0,2,A,0,1,A,15,10,3,5,16,18,10,3,3,1,0,0,1.53,3.6,6.5,1.5,3.65,6.15,1.5,3.7,6.5,1.45,3.6,7,1.5,3.4,6,1.5,3.6,6.5,1.44,3.6,6.5,1.53,3.5,6,1.4,3.75,7,46,1.55,1.49,3.9,3.63,7.75,6.66
SP1,18/03/2007,Espanol,Levante,1,1,D,1,1,D,5,14,1,2,9,16,2,8,0,3,0,0,1.83,3.25,4.5,1.7,3.3,4.75,1.77,3.25,4.5,1.8,3.2,4,1.66,3.3,4.5,1.75,3.4,4.2,1.8,3.1,4,1.91,3.2,3.75,1.73,3.25,4.35,44,1.91,1.79,3.48,3.26,5.2,4.34
SP1,18/03/2007,La Coruna,Getafe,1,0,H,0,0,D,9,15,3,3,20,15,3,5,5,2,1,0,2.3,3.1,3.1,2.2,3.1,3.1,2.25,3.1,3,2.2,2.9,3.2,2.1,3,3.2,2.1,3.2,3.2,2.15,3.1,3,2.1,3,3.4,2.1,3.2,3,46,2.35,2.19,3.25,3.12,3.4,3.15
SP1,18/03/2007,Real Madrid,Gimnastic,2,0,H,0,0,D,20,6,8,0,24,13,5,0,2,2,0,1,1.3,4.75,10,1.27,4.75,9.5,1.28,4.75,9.5,1.27,4.4,10,1.28,4.5,8,1.28,5,8,1.28,4.5,8,1.25,4.75,11,1.28,4.5,8.5,45,1.36,1.28,5,4.71,11.15,9.44
SP1,18/03/2007,Sevilla,Celta,2,0,H,0,0,D,25,13,6,2,14,18,7,4,0,3,0,1,1.4,4.33,7.5,1.4,3.85,7.65,1.4,3.8,8,1.45,3.6,7,1.36,3.75,8,1.33,4.33,8.5,1.36,3.75,8,1.4,3.75,8.5,1.4,4,7,45,1.52,1.41,4.33,3.93,9,7.7
SP1,18/03/2007,Villarreal,Sociedad,1,1,D,0,1,A,6,7,4,4,8,22,3,6,1,2,0,0,1.72,3.5,4.75,1.65,3.35,5,1.68,3.4,5,1.7,3.3,4.5,1.66,3.3,4.5,1.67,3.5,4.6,1.66,3.3,4.5,1.73,3.2,4.75,1.65,3.5,4.5,45,1.76,1.68,3.68,3.37,5.5,4.94
SP1,18/03/2007,Zaragoza,Ath Madrid,1,0,H,1,0,H,6,12,2,4,18,17,9,6,4,2,0,0,2.25,3.2,3.1,2.15,3.2,3.1,2.2,3.1,3.1,2.2,3,3.1,2.1,3,3.2,2.1,3.2,3.2,2.1,3.1,3.1,2.2,3.2,3,2.1,3.2,3,45,2.25,2.18,3.29,3.15,3.4,3.12
SP1,31/03/2007,Barcelona,La Coruna,2,1,H,1,0,H,19,13,6,3,19,24,4,6,3,2,0,0,1.33,4.5,9.5,1.3,4.25,10,1.36,4.25,9,1.35,4,8,1.28,4.33,9,1.33,4.33,8.5,1.28,4.5,8,1.3,4.33,10,1.3,4.35,8,48,1.35,1.31,5,4.42,12,9.31
SP1,31/03/2007,Betis,Villarreal,3,3,D,1,1,D,16,11,7,5,25,16,8,2,2,1,0,0,2.2,3.1,3.4,2.2,3.1,3.1,2.2,3.1,3.3,2.2,2.8,3.3,2.1,3,3.2,2.25,3.1,3,2.2,3,3,2.25,3.1,3,2.2,3.1,2.9,47,2.35,2.21,3.2,3.08,3.45,3.16
SP1,31/03/2007,Sociedad,Levante,1,0,H,1,0,H,9,7,5,1,16,22,4,3,2,2,0,1,2.1,3.25,3.4,2.2,3.15,3.05,2.2,3.2,3.25,2.2,3,3.1,2.2,3.2,2.8,2.2,3.2,3,2.15,3.1,3,2.2,3.2,3,2.2,3.1,2.9,47,2.35,2.19,3.3,3.17,3.7,3.11
SP1,31/03/2007,Valencia,Espanol,3,2,H,2,1,H,11,11,7,4,19,14,6,7,5,5,0,0,1.72,3.4,5,1.53,3.45,6.35,1.65,3.4,5.5,1.65,3.3,4.9,1.61,3.25,5,1.67,3.4,4.75,1.57,3.5,5,1.62,3.5,5,1.53,3.4,5.5,47,1.75,1.65,3.5,3.37,6.11,5.23
SP1,01/04/2007,Ath Madrid,Mallorca,1,1,D,1,0,H,16,9,3,1,24,16,7,2,6,4,1,0,1.66,3.4,5.5,1.6,3.4,5.5,1.68,3.4,5.25,1.55,3.4,5.8,1.61,3.25,5,1.67,3.4,4.75,1.61,3.3,5,1.62,3.4,5.5,1.6,3.25,5,46,1.75,1.65,3.55,3.38,5.8,5.18
SP1,01/04/2007,Celta,Real Madrid,1,2,A,1,1,D,17,8,5,6,11,20,8,0,5,5,0,1,3.8,3.4,1.9,4.3,3.35,1.75,4,3.25,1.92,3.8,3.1,1.9,4,3.2,1.8,3.75,3.25,1.91,4,3.1,1.8,3.75,3.2,1.91,3.75,3.25,1.8,47,4.4,3.89,3.4,3.22,2.05,1.89
SP1,01/04/2007,Getafe,Zaragoza,2,2,D,1,2,A,18,11,8,3,19,23,8,5,2,3,1,0,2.4,3.2,2.87,2.3,3.2,2.8,2.3,3.2,3,2.3,3,2.9,2.25,3,2.9,2.35,3.2,2.75,2.3,3.1,2.75,2.3,3,3,2.3,3.1,2.7,46,2.42,2.34,3.27,3.12,3.1,2.87
SP1,01/04/2007,Gimnastic,Recreativo,1,1,D,1,1,D,11,14,3,6,19,24,5,5,6,1,1,0,2.6,3.2,2.6,2.5,3.2,2.55,2.6,3.2,2.6,2.6,3,2.6,2.5,3.2,2.5,2.6,3.1,2.55,2.6,3.1,2.4,2.38,3.2,2.75,2.4,3.2,2.5,46,2.75,2.58,3.25,3.14,2.75,2.57
SP1,01/04/2007,Osasuna,Sevilla,0,0,D,0,0,D,12,18,2,2,17,17,7,6,5,2,0,0,3.2,3.25,2.2,3.55,3.25,1.95,3.3,3.2,2.15,3.1,3,2.2,3.2,3.2,2,3.2,3.2,2.1,2.9,3.2,2.15,3,3.1,2.25,3.1,3.1,2.1,47,3.55,3.16,3.25,3.16,2.3,2.16
SP1,01/04/2007,Santander,Ath Bilbao,5,4,H,0,1,A,19,13,6,6,18,23,6,3,4,4,0,0,2,3.25,3.75,1.95,3.25,3.55,2.05,3.25,3.5,2.1,3.1,3.2,1.8,3.2,4,2,3.2,3.5,1.9,3.1,3.6,1.91,3.2,3.8,1.85,3.25,3.6,46,2.1,1.96,3.27,3.2,4,3.68
SP1,07/04/2007,Ath Bilbao,Valencia,1,0,H,1,0,H,8,11,5,4,27,14,4,5,3,3,0,0,3.25,3.2,2.2,2.95,3.25,2.2,3.2,3.2,2.2,3.2,3.1,2.1,3.2,3.2,2,3.2,3.2,2.1,3.2,3.2,2,3.2,3.2,2.1,3.1,3.2,2.1,42,3.5,3.22,3.27,3.17,2.25,2.11
SP1,07/04/2007,Zaragoza,Barcelona,1,0,H,0,0,D,14,8,5,4,25,24,2,5,3,6,0,0,3.6,3.3,2,3.65,3.2,1.95,3.5,3.25,2.05,3.6,3.2,1.9,3.5,3.2,1.9,3.75,3.25,1.91,3.5,3.1,1.95,3.2,3.2,2.1,3.25,3.2,2,42,3.85,3.53,3.4,3.22,2.1,1.97
SP1,08/04/2007,Espanol,Sociedad,1,0,H,0,0,D,15,4,5,1,23,23,3,3,2,2,0,0,1.83,3.3,4.33,1.75,3.3,4.4,1.85,3.25,4.25,1.8,3.1,4.2,1.8,3.3,3.75,1.83,3.25,4,1.72,3.2,4.33,1.8,3.2,4.33,1.8,3.25,3.75,41,1.95,1.82,3.32,3.24,4.7,4.19
SP1,08/04/2007,La Coruna,Gimnastic,1,0,H,0,0,D,13,13,2,0,14,13,3,4,2,2,1,0,1.7,3.5,5,1.65,3.3,5.15,1.68,3.4,5.25,1.65,3.4,4.7,1.61,3.5,4.5,1.62,3.5,5,1.61,3.3,5,1.6,3.4,5.5,1.65,3.25,5,41,1.71,1.65,3.68,3.4,5.85,5.12
SP1,08/04/2007,Levante,Betis,1,1,D,1,0,H,12,13,4,6,20,22,6,5,2,1,0,0,2.3,3.1,3.1,2.25,3.1,3,2.35,3.1,3,2.3,3,2.9,2.25,2.87,3,2.3,3.1,2.9,2.25,3.1,2.8,2.25,3,3.1,2.35,3,2.7,41,2.5,2.35,3.22,3.06,3.1,2.92
SP1,08/04/2007,Mallorca,Getafe,2,0,H,0,0,D,17,9,5,2,16,24,3,4,1,2,0,0,2.3,3.1,3.1,2.3,3.15,2.85,2.3,3.1,3.1,2.2,2.9,3.2,2.1,3,3.2,2.25,3.1,3,2.15,3,3.1,2.2,3,3.2,2.2,3.2,2.8,41,2.35,2.25,3.25,3.1,3.35,3.05
SP1,08/04/2007,Real Madrid,Osasuna,2,0,H,1,0,H,17,9,8,2,18,13,9,8,0,2,0,0,1.5,3.75,7,1.4,4,7.25,1.5,3.75,7,1.4,3.7,7.5,1.36,4,7,1.44,3.75,7,1.44,3.6,6.5,1.5,3.6,6.5,1.45,3.6,6.5,41,1.6,1.48,4,3.66,7.5,6.71
SP1,08/04/2007,Recreativo,Celta,4,2,H,1,0,H,18,14,9,6,22,21,6,3,2,3,0,0,2.05,3.25,3.6,1.9,3.25,3.75,2.05,3.2,3.6,1.9,3.1,3.8,2,3.2,3.2,2,3.2,3.5,1.9,3.1,3.6,1.95,3.2,3.6,2,3.2,3.25,41,2.1,1.98,3.27,3.19,3.8,3.51
SP1,08/04/2007,Sevilla,Santander,0,0,D,0,0,D,17,10,5,1,18,20,11,2,2,1,0,0,1.57,3.6,6,1.55,3.5,5.75,1.55,3.6,6.25,1.55,3.5,5.5,1.44,3.6,6.5,1.5,3.6,6.5,1.53,3.5,5.5,1.6,3.4,5.5,1.55,3.5,5,41,1.65,1.56,3.78,3.51,6.5,5.92
SP1,08/04/2007,Villarreal,Ath Madrid,0,1,A,0,1,A,11,11,1,7,22,25,3,5,5,5,1,0,2.3,3.1,3.1,2.3,3.1,2.9,2.35,3.2,2.9,2.4,3,2.8,2.25,3,2.87,2.38,3.1,2.8,2.3,3.1,2.75,2.38,3.2,2.75,2.25,3.1,2.8,41,2.4,2.33,3.27,3.12,3.4,2.88
SP1,14/04/2007,Betis,Sociedad,0,1,A,0,1,A,16,3,6,1,23,15,6,1,4,2,0,0,1.95,3.3,3.8,1.8,3.25,4.2,1.95,3.2,3.9,1.85,3.2,3.8,1.8,3.2,4,1.91,3.2,3.75,1.8,3.1,4,2,3,3.75,1.8,3.1,4,43,2.05,1.9,3.35,3.19,4.25,3.9
SP1,14/04/2007,Santander,Real Madrid,2,1,H,0,1,A,15,11,5,4,16,16,9,3,4,2,0,2,3.8,3.3,1.95,3.75,3.25,1.9,3.6,3.25,2,3.3,3.2,2,3.2,3.2,2,3.5,3.2,2,3.5,3.1,1.95,3.2,3.2,2.1,3.2,3.2,2,41,3.85,3.5,3.3,3.21,2.1,2.01
SP1,15/04/2007,Ath Bilbao,Espanol,2,1,H,0,1,A,13,11,5,6,23,16,5,3,2,2,0,0,2.1,3.2,3.2,2.1,3.15,3.25,2.15,3.2,3.3,2.2,3,3.1,2.2,3.25,2.75,2.1,3.2,3.2,2.15,3.1,3,2.2,3,3.2,2.1,3.2,3,42,2.21,2.13,3.3,3.18,3.7,3.22
SP1,15/04/2007,Ath Madrid,Levante,1,0,H,0,0,D,9,11,5,1,23,17,3,1,1,3,0,0,1.57,3.6,6,1.55,3.45,6,1.6,3.4,6.25,1.55,3.5,5.5,1.57,3.25,5.5,1.57,3.4,6,1.57,3.3,5.5,1.67,3.4,4.75,1.55,3.25,5.5,42,1.67,1.58,3.65,3.45,6.45,5.69
SP1,15/04/2007,Barcelona,Mallorca,1,0,H,0,0,D,24,5,4,3,16,15,7,0,1,2,0,0,1.22,5.5,13,1.25,4.75,11,1.23,5.25,13,1.25,4.8,9.5,1.25,4.5,10,1.25,4.75,11,1.25,4.5,10,1.22,5,12,1.25,4.5,9.5,42,1.27,1.24,5.5,5.02,14,11.17
SP1,15/04/2007,Celta,La Coruna,1,0,H,0,0,D,15,9,5,3,27,13,10,4,3,3,0,0,2.15,3.2,3.4,2.2,3.1,3.1,2.15,3.2,3.3,2.2,3,3.1,2.2,3,3,2.1,3.2,3.2,2.1,3,3.2,2.1,3,3.4,2.1,3.1,3.1,43,2.25,2.15,3.25,3.12,3.7,3.21
SP1,15/04/2007,Getafe,Villarreal,3,0,H,1,0,H,12,11,5,4,23,17,3,8,0,2,0,1,2.2,3.2,3.25,2,3.2,3.45,2.15,3.2,3.3,2.2,3,3.1,2.1,3,3.2,2.1,3.2,3.2,2.2,3.1,2.87,2.2,3,3.2,2.1,3.1,3.1,43,2.25,2.17,3.27,3.14,3.45,3.17
SP1,15/04/2007,Gimnastic,Zaragoza,1,0,H,0,0,D,9,7,4,1,21,15,6,6,3,4,0,0,3.8,3.3,1.95,4.35,3.3,1.75,3.9,3.3,1.92,3.6,3.2,1.9,3.5,3.2,1.9,3.75,3.2,1.91,3.5,3.1,1.95,4.2,3.2,1.83,3.5,3.2,1.9,43,4.4,3.74,3.35,3.24,2,1.92
SP1,15/04/2007,Osasuna,Recreativo,1,1,D,0,0,D,13,10,3,2,16,14,13,6,2,1,0,0,2.25,3.2,3.1,2.3,3.15,2.85,2.25,3.2,3.1,2.2,3.1,3,2.2,3,3,2.25,3.1,3,2.2,3.1,2.87,2.2,3.2,3,2.2,3.1,2.9,41,2.3,2.22,3.3,3.16,3.3,3.07
SP1,15/04/2007,Valencia,Sevilla,2,0,H,1,0,H,15,13,5,5,16,10,5,4,1,1,0,1,2.05,3.2,3.75,2.2,3.1,3.1,2.15,3.2,3.3,2.2,3.1,3,2.2,3.2,2.8,2.2,3.1,3.1,2.2,3.1,2.87,2.1,3,3.4,2.1,3.1,3.1,43,2.22,2.13,3.27,3.14,3.75,3.25
SP1,21/04/2007,Real Madrid,Valencia,2,1,H,1,0,H,10,15,4,3,16,8,4,4,2,2,0,0,2.05,3.2,3.6,1.9,3.35,3.6,2,3.2,3.75,1.9,3.1,3.8,1.91,3.2,3.5,2,3.2,3.6,1.9,3.2,3.5,1.95,3.25,3.6,1.85,3.25,3.6,45,2.1,1.97,3.4,3.2,4.1,3.61
SP1,21/04/2007,Sociedad,Ath Madrid,2,0,H,1,0,H,14,15,6,4,23,23,8,5,1,3,0,2,2.87,3.2,2.4,3.05,3.25,2.15,2.85,3.2,2.4,2.6,3.1,2.5,2.6,3.2,2.38,2.9,3.05,2.38,2.62,3.2,2.3,2.6,3.2,2.5,2.7,3.25,2.25,47,3,2.81,3.3,3.16,2.55,2.35
SP1,22/04/2007,Espanol,Betis,2,2,D,1,1,D,14,16,4,7,19,28,3,7,1,2,1,3,2.25,3.1,3.2,2.1,3.1,3.3,2.2,3.1,3.3,2.1,3,3.3,2.1,3,3.25,2.2,3,3.3,2.2,3,3,2.1,3,3.4,2,3.1,3.3,47,2.3,2.12,3.2,3.08,3.5,3.28
SP1,22/04/2007,La Coruna,Osasuna,1,0,H,0,0,D,8,13,2,4,22,20,3,5,3,3,0,0,2,3.2,3.75,2,3.05,3.65,2,3.2,3.75,2.1,3.1,3.2,1.8,3.2,4,2.05,3.1,3.55,1.9,3.2,3.5,2.15,3.1,3.2,1.9,3.2,3.5,46,2.15,1.98,3.27,3.16,4.15,3.65
SP1,22/04/2007,Levante,Getafe,1,1,D,1,0,H,14,7,5,2,15,12,10,4,4,1,1,0,2.15,3.1,3.5,2.25,3.05,3.05,2.2,3.1,3.3,2.1,3.1,3.2,2.2,3.2,2.8,2.2,3.1,3.15,2.2,3.1,2.87,2.25,3,3.1,2.1,3.2,3,47,2.33,2.21,3.2,3.11,3.5,3.11
SP1,22/04/2007,Mallorca,Gimnastic,1,0,H,1,0,H,10,10,2,2,21,17,3,5,1,4,0,0,1.75,3.4,4.75,1.7,3.45,4.5,1.75,3.3,4.75,1.7,3.3,4.5,1.62,3.5,4.5,1.73,3.3,4.75,1.72,3.25,4.2,1.8,3.2,4.33,1.65,3.4,4.35,46,1.81,1.72,3.5,3.31,5.1,4.62
SP1,22/04/2007,Recreativo,Santander,4,2,H,3,1,H,10,9,6,4,16,23,10,8,2,3,0,1,2.25,3.2,3.1,2.15,3.15,3.15,2.25,3.1,3.2,2.3,2.9,3,2.25,3,2.88,2.3,3.05,3.05,2.2,3.1,2.87,2.1,3.2,3.2,2.2,3.1,2.9,44,2.35,2.24,3.25,3.14,3.3,3.02
SP1,22/04/2007,Sevilla,Ath Bilbao,4,1,H,0,0,D,20,8,5,4,10,18,5,3,1,3,0,0,1.53,3.6,6.5,1.5,3.65,6.25,1.57,3.5,6.25,1.5,3.5,6.3,1.5,3.4,6,1.55,3.5,6.25,1.53,3.5,5.5,1.53,3.4,6.5,1.5,3.6,5.5,46,1.65,1.53,3.75,3.54,7.25,6.13
SP1,22/04/2007,Villarreal,Barcelona,2,0,H,0,0,D,9,15,5,7,15,14,4,8,2,2,0,0,4.33,3.4,1.83,3.6,3.35,1.9,4.1,3.4,1.85,3.8,3.1,1.9,4,3.2,1.8,4,3.35,1.8,3.75,3.2,1.83,4,3.25,1.83,4,3.2,1.8,47,4.65,4.11,3.5,3.25,1.95,1.82
SP1,22/04/2007,Zaragoza,Celta,2,0,H,0,0,D,12,10,5,3,15,14,3,3,2,4,0,0,1.75,3.3,5,1.6,3.6,5,1.7,3.3,5,1.6,3.5,5,1.62,3.25,5,1.7,3.3,5,1.61,3.3,5,1.6,3.4,5.5,1.6,3.5,4.5,46,1.8,1.67,3.57,3.37,5.5,4.96
SP1,28/04/2007,Ath Madrid,Betis,0,0,D,0,0,D,22,9,8,0,16,18,9,2,2,1,0,0,1.72,3.4,5,1.65,3.35,5,1.77,3.3,4.75,1.7,3.3,4.5,1.72,2.87,5,1.73,3.3,4.75,1.61,3.3,5,1.73,3.25,4.5,1.65,3.25,4.5,48,1.85,1.73,3.4,3.25,5,4.66
SP1,28/04/2007,Valencia,Recreativo,2,0,H,0,0,D,17,8,3,2,14,15,7,3,4,3,0,0,1.53,3.8,6,1.55,3.5,5.75,1.6,3.5,6,1.55,3.4,5.8,1.5,3.4,6,1.57,3.5,6,1.5,3.4,6,1.57,3.6,5.5,1.5,3.6,5.5,49,1.6,1.54,4.18,3.57,6.75,5.92
SP1,29/04/2007,Ath Bilbao,Real Madrid,1,4,A,0,2,A,21,11,8,6,22,25,4,1,2,2,0,0,4,3.5,1.83,4.65,3.35,1.7,4.25,3.5,1.8,4,3.1,1.85,4,3.4,1.72,3.8,3.3,1.9,4.33,3.3,1.7,3.8,3.25,1.91,3.75,3.25,1.8,47,4.45,4.1,3.5,3.29,1.91,1.81
SP1,29/04/2007,Barcelona,Levante,1,0,H,1,0,H,16,9,8,2,13,23,3,2,2,4,0,0,1.16,6.5,15,1.16,6.35,12,1.18,6,15,1.2,5,12,1.16,5.5,12,1.17,6.25,13,1.2,5,11,1.17,5.5,13,1.14,6,13,48,1.2,1.17,6.75,5.9,17,14.14
SP1,29/04/2007,Celta,Mallorca,0,3,A,0,2,A,12,13,7,7,17,19,7,2,1,1,0,0,1.95,3.25,3.8,1.85,3.35,3.8,1.95,3.25,3.8,2,3,3.6,1.9,3,3.5,1.85,3.4,3.75,1.95,3.1,3.5,1.91,3,4,1.9,3.2,3.5,48,2,1.9,3.3,3.18,4.5,3.78
SP1,29/04/2007,Getafe,Sociedad,1,0,H,0,0,D,15,11,4,4,18,14,2,2,4,3,0,0,2,3.3,3.6,1.85,3.3,3.85,2,3.2,3.75,1.9,3.2,3.6,1.83,3.3,3.6,2,3.2,3.6,1.9,3.25,3.4,1.83,3.25,4,1.85,3.25,3.6,48,2.1,1.93,3.3,3.2,4,3.67
SP1,29/04/2007,Gimnastic,Villarreal,0,3,A,0,1,A,11,10,2,8,21,14,8,1,1,3,0,0,2.8,3.1,2.5,2.7,3.15,2.4,2.8,3.1,2.5,2.7,3,2.5,2.5,3.2,2.5,2.75,3.1,2.45,2.6,3.1,2.4,2.62,3.1,2.5,2.5,3.25,2.4,48,2.85,2.66,3.3,3.15,2.6,2.46
SP1,29/04/2007,Osasuna,Zaragoza,2,2,D,1,1,D,14,15,8,5,19,21,6,4,4,2,0,0,2.8,3.1,2.5,2.65,3.15,2.45,2.8,3.1,2.5,2.6,3,2.6,2.6,3,2.5,2.65,3.1,2.55,2.6,3.1,2.4,2.62,3.1,2.5,2.6,3.1,2.4,47,2.88,2.68,3.25,3.09,2.6,2.49
SP1,29/04/2007,Santander,La Coruna,0,0,D,0,0,D,14,14,1,4,20,13,9,1,2,2,0,0,1.95,3.25,3.8,1.95,3.05,3.85,2,3.2,3.75,1.9,3,4,1.8,3.2,4,2,3.1,3.75,1.9,3.2,3.5,1.95,3.2,3.6,1.9,3.2,3.5,48,2.05,1.94,3.25,3.18,4,3.7
SP1,29/04/2007,Sevilla,Espanol,3,1,H,0,0,D,16,6,8,2,13,21,9,5,1,3,0,0,1.44,4,7.5,1.45,3.8,6.75,1.45,3.8,8,1.5,3.5,6.3,1.44,3.6,6.5,1.45,3.8,7,1.4,3.75,7,1.5,3.6,6.5,1.45,3.6,6.5,46,1.5,1.44,4.25,3.75,8.5,7.15
SP1,05/05/2007,La Coruna,Valencia,1,2,A,0,1,A,10,9,2,2,17,14,3,7,5,3,0,0,3,3.1,2.37,2.9,3.2,2.25,2.9,3.2,2.35,2.8,3.1,2.3,3,2.87,2.25,3,3.1,2.3,2.62,3.1,2.37,2.7,3.2,2.38,2.75,3.2,2.25,48,3.25,2.9,3.25,3.11,2.4,2.32
SP1,05/05/2007,Sociedad,Barcelona,0,2,A,0,0,D,8,12,1,6,24,12,4,9,4,2,0,0,6,3.8,1.53,5.5,3.6,1.55,6,3.7,1.55,5.2,3.4,1.6,6,3.75,1.44,6.25,3.75,1.5,5,3.5,1.57,5.5,3.4,1.6,5.5,3.6,1.5,48,6.9,5.89,3.85,3.63,1.6,1.53
SP1,06/05/2007,Betis,Getafe,0,2,A,0,2,A,9,9,1,7,20,12,5,1,2,3,0,0,2,3.1,4,2,3.1,3.6,2,3.2,3.7,2,3,3.6,2,3,3.5,2,3.2,3.6,2,3.2,3.2,2,3.1,3.6,2,3,3.5,48,2.1,2,3.3,3.13,4.1,3.61
SP1,06/05/2007,Espanol,Ath Madrid,2,1,H,1,0,H,8,19,3,4,11,20,1,4,2,3,1,0,2.7,3.1,2.6,2.4,3.15,2.7,2.7,3.1,2.6,2.5,3.1,2.6,2.5,3,2.6,2.62,3.05,2.6,2.4,3.1,2.6,2.5,3.2,2.6,2.5,3.2,2.4,48,2.8,2.61,3.3,3.11,2.65,2.54
SP1,06/05/2007,Levante,Gimnastic,2,0,H,2,0,H,15,5,4,2,26,18,4,2,2,3,0,0,1.72,3.4,5,1.8,3.3,4.1,1.8,3.3,4.5,1.8,3.2,4,1.72,3.2,4.33,1.75,3.3,4.6,1.72,3.2,4.33,1.83,3.2,4.2,1.8,3.3,3.8,48,1.83,1.77,3.55,3.3,5.25,4.38
SP1,06/05/2007,Mallorca,Osasuna,3,1,H,1,0,H,17,10,6,2,16,15,9,1,1,3,0,0,2,3.3,3.6,2,3.2,3.45,2.05,3.2,3.6,2.1,3,3.3,1.83,3.2,3.75,2.05,3.15,3.5,1.95,3.25,3.3,2.1,3.2,3.2,2,3.1,3.3,47,2.1,2,3.3,3.18,3.95,3.54
SP1,06/05/2007,Real Madrid,Sevilla,3,2,H,0,1,A,14,13,6,4,18,22,6,2,3,2,1,2,2,3.3,3.6,1.8,3.4,4,1.92,3.25,4,1.85,3.1,4,1.8,3.2,4,1.91,3.25,3.8,1.9,3.1,3.6,1.95,3.2,3.6,1.85,3.25,3.6,48,2,1.9,3.4,3.23,4.15,3.79
SP1,06/05/2007,Recreativo,Ath Bilbao,0,0,D,0,0,D,17,7,8,0,11,23,12,2,1,5,0,1,2.05,3.25,3.5,1.85,3.35,3.85,2,3.2,3.7,1.9,3.1,3.8,1.83,3.2,3.75,2.05,3.1,3.6,1.9,3.2,3.5,1.83,3.25,4,1.85,3.25,3.6,47,2.15,2,3.3,3.19,4,3.55
SP1,06/05/2007,Villarreal,Celta,1,0,H,0,0,D,7,8,3,3,17,27,7,5,1,1,0,0,2.1,3.25,3.4,1.9,3.3,3.65,2.05,3.2,3.6,1.9,3.1,3.5,1.83,3.2,3.75,2.05,3.1,3.6,1.9,3.2,3.5,1.83,3.25,4,1.85,3.25,3.6,48,2.2,1.99,3.3,3.18,4,3.55
SP1,06/05/2007,Zaragoza,Santander,0,0,D,0,0,D,7,10,1,1,15,25,5,7,1,2,0,0,1.72,3.4,5,1.7,3.35,4.6,1.75,3.3,4.75,1.7,3.2,4.7,1.72,3.2,4.33,1.75,3.25,4.75,1.8,3.1,4,1.73,3.3,4.5,1.7,3.1,4.7,47,1.8,1.74,3.5,3.3,5.4,4.57
SP1,12/05/2007,Real Madrid,Espanol,4,3,H,1,3,A,23,10,12,5,16,20,7,2,2,4,0,0,1.25,5,13,1.27,4.9,9,1.28,5,10,1.25,4.6,10.5,1.25,4.5,10,1.28,4.75,9.5,1.22,5,9.5,1.25,5,10,1.2,5,11,44,1.35,1.26,5.5,4.84,13.5,10.34
