Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
SP1,15/05/2005,Santander,Getafe,2,1,H,2,0,H,1.66,3.25,4.5,1.75,3.35,4.3,1.7,3.4,4.65,1.6,3.4,4.6,1.73,3.4,4,1.67,3.4,4.75,1.66,3.4,4.33
SP1,15/05/2005,Sociedad,Malaga,1,3,A,0,1,A,1.83,3.2,3.75,1.8,3.35,4,1.85,3.3,4,1.8,3.1,3.8,1.8,3.25,3.75,1.85,3.25,4,1.8,3.3,3.75
SP1,15/05/2005,Villarreal,Albacete,1,0,H,0,0,D,1.28,4.33,8.5,1.3,4.75,8.2,1.25,5,11,1.15,6,12,1.17,5.5,12,1.25,5,10,1.22,5,9.5
SP1,15/05/2005,Zaragoza,La Coruna,2,2,D,0,2,A,2.2,3,3,2,3.3,3.35,2.2,3.2,3.05,2.1,3.2,2.9,1.83,3.2,3.75,2.2,3.2,3,2,3.2,3.2
SP1,21/05/2005,Betis,Zaragoza,3,2,H,0,1,A,1.36,4,7,1.4,4,7.25,1.45,3.75,7,1.45,3.6,5.8,1.5,3.4,6,1.44,3.75,7,1.44,3.75,6
SP1,21/05/2005,Real Madrid,Ath Madrid,0,0,D,0,0,D,1.53,3.5,7,1.45,3.75,7,1.45,3.75,7,1.45,3.6,5.8,1.44,3.6,6.5,1.5,4,6,1.5,3.4,6
SP1,22/05/2005,Albacete,Sociedad,2,2,D,2,0,H,2.3,3.2,2.62,2.3,3.2,2.8,2.35,3.25,2.7,2.3,3.1,2.6,2.25,3.2,2.75,2.4,3.2,2.7,2.37,3.1,2.62
SP1,22/05/2005,Ath Bilbao,Numancia,0,2,A,0,1,A,1.4,3.6,7.5,1.3,4.75,8.2,1.33,4.5,8,1.3,4.2,8,1.36,3.75,8,1.33,4.6,7.5,1.3,4.33,8
SP1,22/05/2005,Barcelona,Villarreal,3,3,D,2,2,D,1.9,3.5,3.75,1.9,3.3,3.65,1.8,3.35,4,1.75,3.1,4.2,1.8,3.5,3.5,1.85,3.5,4,1.83,3.4,3.5
SP1,22/05/2005,Getafe,Sevilla,0,0,D,0,0,D,4,3.4,1.72,4,3.35,1.8,4,3.4,1.75,3.5,3.1,1.9,3.5,3.5,1.8,4,3.4,1.8,3.75,3.3,1.8
SP1,22/05/2005,La Coruna,Mallorca,0,3,A,0,2,A,2.37,3.25,2.6,2.45,3.4,2.55,2.3,3.4,2.6,2.2,3,2.9,2.25,3.5,2.5,2.4,3.5,2.5,2.37,3.5,2.37
SP1,22/05/2005,Levante,Valencia,0,0,D,0,0,D,2.6,3.25,2.37,3.05,3.35,2.1,2.8,3.3,2.25,2.7,3.2,2.2,2.6,3.2,2.38,2.88,3.4,2.2,2.8,3.2,2.2
SP1,22/05/2005,Malaga,Santander,2,0,H,1,0,H,2,3,3.5,1.9,3.3,3.65,2,3.1,3.6,2,2.9,3.4,1.91,3.2,3.5,2,3.2,3.5,1.83,3,4
SP1,22/05/2005,Osasuna,Espanol,1,1,D,1,1,D,3.2,3.2,2,2.85,3.25,2.25,2.8,3.3,2.25,2.9,3,2.2,2.75,3.25,2.2,3.2,3.25,2.1,3,3.2,2.1
SP1,29/05/2005,Ath Madrid,Getafe,2,2,D,0,1,A,1.72,3.4,4,1.7,3.4,4.55,1.72,3.35,4.5,1.85,3.1,3.6,1.8,3.2,4,1.75,3.4,4.2,1.72,3.25,4.2
SP1,29/05/2005,Espanol,Ath Bilbao,2,0,H,1,0,H,1.57,3.5,5,1.57,3.4,5.85,1.55,3.6,5.5,1.5,3.5,5.4,1.5,3.4,6,1.57,3.4,6,1.44,3.6,6.5
SP1,29/05/2005,Mallorca,Betis,1,1,D,0,0,D,2.3,3.25,2.6,2.35,3.25,2.7,2.4,3.4,2.55,2.3,3.2,2.5,2.5,3.25,2.4,2.4,3.4,2.7,2.37,3.1,2.62
SP1,29/05/2005,Numancia,La Coruna,1,1,D,0,0,D,2.5,3.25,2.4,2.7,3.25,2.35,2.65,3.25,2.4,2.3,3,2.7,2.25,3.2,2.75,2.6,3.2,2.5,2.4,3.25,2.5
SP1,29/05/2005,Santander,Albacete,1,0,H,1,0,H,1.72,3.25,4.33,1.7,3.4,4.55,1.72,3.35,4.5,1.7,3.1,4.4,1.73,3.2,4.33,1.75,3.4,4.2,1.61,3.4,4.8
SP1,29/05/2005,Sevilla,Malaga,0,2,A,0,0,D,1.33,4.33,7.5,1.32,4.5,8,1.35,4.25,8,1.4,3.7,6.5,1.29,4.5,8,1.36,4.33,7.5,1.3,4.5,7.5
SP1,29/05/2005,Sociedad,Barcelona,0,0,D,0,0,D,2.8,3.2,2.2,3.5,3.3,1.95,3.15,3.25,2.1,2.8,3.1,2.2,3.2,3.2,2,3.1,3.3,2.1,2.87,3.2,2.15
SP1,29/05/2005,Valencia,Osasuna,1,0,H,0,0,D,1.33,4.33,7.5,1.3,4.5,9,1.35,4.25,8,1.45,3.6,5.8,1.3,4.33,8,1.33,4.5,8,1.3,4.33,8
SP1,29/05/2005,Villarreal,Levante,4,1,H,2,1,H,1.44,4,5.5,1.4,4,7.25,1.45,3.9,6.5,1.45,3.6,5.8,1.36,4,7,1.44,4.33,5.5,1.4,3.75,7
SP1,29/05/2005,Zaragoza,Real Madrid,1,3,A,1,1,D,2.62,3.2,2.37,2.95,3.25,2.2,2.8,3.25,2.3,2.5,3.1,2.4,2.8,3.2,2.2,2.8,3.3,2.25,2.62,3.1,2.37
