Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,PSCH,PSCD,PSCA
SP1,10/11/2013,Espanol,Sevilla,1,3,A,1,2,A,15,12,2,4,19,11,5,4,2,3,1,0,2.38,3.25,3,2.35,3.25,3,2.3,3.3,2.9,2.37,3.4,2.87,2.38,3.44,3.24,2.38,3.4,2.9,2.38,3.25,3.13,2.45,3.4,3.1,37,2.45,2.36,3.42,3.26,3.25,3.03,2.46,3.39,3.14
SP1,10/11/2013,Valencia,Valladolid,2,2,D,1,1,D,19,11,6,6,8,17,6,6,1,5,0,0,1.53,4,6,1.55,4.1,5.75,1.5,4,6.1,1.57,3.8,6,1.57,4.37,6.45,1.55,4,6,1.5,4.2,7,1.57,4.33,6.25,37,1.6,1.54,4.4,4,7,6.13,1.45,4.56,8.95
SP1,10/11/2013,Villarreal,Ath Madrid,1,1,D,0,1,A,15,7,3,1,14,22,5,1,3,4,0,0,3.4,3.4,2.1,3.75,3.4,2,3.5,3.4,2,3.8,3.4,1.95,3.76,3.46,2.15,3.5,3.25,2.15,3.8,3.5,2,3.75,3.4,2.15,37,3.85,3.65,3.5,3.31,2.16,2.07,3.5,3.52,2.22
SP1,22/11/2013,Valladolid,Osasuna,0,1,A,0,0,D,7,10,3,3,8,17,6,1,4,4,0,0,2,3.4,3.75,1.95,3.3,4,2.05,3.3,3.5,2.05,3.3,3.6,2.04,3.49,4.09,2.05,3.25,3.8,2.05,3.4,3.75,2.05,3.4,4.1,37,2.05,2.01,3.47,3.34,4.26,3.86,2.02,3.58,4.07
SP1,23/11/2013,Almeria,Real Madrid,0,5,A,0,1,A,12,35,4,15,15,7,1,6,1,2,0,0,9.5,5.5,1.29,9.5,6,1.26,10.3,5.5,1.25,8.5,6,1.28,11.42,5.6,1.32,9,5,1.33,11,5.75,1.29,9.5,5.75,1.3,37,11.42,9.45,6,5.47,1.33,1.3,12.8,6.67,1.26
SP1,23/11/2013,Ath Madrid,Getafe,7,0,H,2,0,H,24,2,13,1,10,12,8,3,2,2,0,1,1.22,5.75,13,1.26,5.25,12.5,1.3,5,9,1.26,5.5,11,1.28,6.25,12.85,1.29,5,11,1.22,6,15,1.25,6.25,15,36,1.3,1.25,6.26,5.68,15,11.86,1.24,6.6,15.73
SP1,23/11/2013,Barcelona,Granada,4,0,H,2,0,H,13,10,8,3,19,19,3,7,2,2,0,1,1.13,8.5,17,1.14,7.75,16,1.1,8,20,1.13,8.5,17,1.15,9.45,21.47,1.17,6.5,21,1.11,9.5,23,1.14,9,26,37,1.17,1.13,9.66,8.13,26,19.2,1.17,8.31,21.26
SP1,23/11/2013,Sociedad,Celta,4,3,H,1,2,A,23,10,12,5,11,24,7,3,2,2,0,1,1.67,3.6,5.25,1.67,3.75,5,1.7,3.6,4.7,1.7,3.6,5,1.77,3.81,5.19,1.73,3.5,5,1.67,3.8,5.5,1.75,3.8,5,37,1.77,1.71,3.87,3.65,5.5,4.88,1.84,3.92,4.51
SP1,24/11/2013,Elche,Valencia,2,1,H,0,0,D,9,25,3,8,14,10,2,7,3,2,0,0,2.75,3.3,2.5,2.85,3.2,2.5,2.75,3.3,2.4,2.87,3.3,2.4,3.16,3.26,2.52,3,3,2.5,3,3.3,2.45,3.1,3.3,2.5,37,3.16,2.92,3.35,3.21,2.55,2.46,3.34,3.41,2.34
SP1,24/11/2013,Levante,Villarreal,0,3,A,0,1,A,5,23,1,9,17,17,5,4,1,1,1,0,3.5,3.3,2.1,3.6,3.3,2.05,3.1,3.3,2.2,3.3,3.25,2.2,3.88,3.41,2.13,3.4,3.2,2.2,3.5,3.25,2.2,3.9,3.4,2.1,37,3.9,3.47,3.45,3.29,2.2,2.13,3.43,3.44,2.28
SP1,24/11/2013,Sevilla,Betis,4,0,H,2,0,H,16,8,4,1,16,21,3,1,1,4,0,1,1.67,3.75,5,1.7,3.8,4.75,1.7,3.7,4.5,1.72,3.75,4.5,1.77,4.11,4.75,1.75,3.4,5,1.75,3.8,4.5,1.75,4.1,4.8,37,1.77,1.72,4.11,3.76,5,4.69,1.71,3.9,5.6
SP1,24/11/2013,Vallecano,Espanol,1,4,A,0,1,A,16,8,4,5,15,12,7,3,3,3,1,0,2.4,3.3,2.88,2.45,3.1,3,2.3,3.3,2.9,2.37,3.3,2.9,2.49,3.38,3.1,2.5,3,3,2.5,3.3,2.9,2.55,3.3,3,36,2.55,2.45,3.38,3.26,3.11,2.88,2.16,3.42,3.77
SP1,25/11/2013,Malaga,Ath Bilbao,1,2,A,1,0,H,8,10,1,6,20,9,5,3,4,1,1,0,2.6,3.25,2.7,2.45,3.4,2.75,2.45,3.3,2.7,2.5,3.4,2.7,2.71,3.37,2.83,2.62,3.2,2.7,2.5,3.4,2.8,2.5,3.4,2.75,37,2.71,2.53,3.4,3.29,3,2.74,2.63,3.39,2.9
SP1,29/11/2013,Getafe,Levante,1,0,H,0,0,D,15,11,2,1,15,19,4,5,3,1,0,0,1.83,3.4,4.5,1.85,3.4,4.33,1.85,3.45,4,1.9,3.4,4,1.9,3.57,4.67,1.91,3.3,4.33,1.95,3.4,4,1.95,3.6,4.3,38,1.95,1.88,3.57,3.42,4.75,4.29,1.88,3.52,4.86
SP1,29/11/2013,Villarreal,Malaga,1,1,D,1,0,H,7,8,3,3,12,11,9,8,1,4,0,0,1.44,4.33,7,1.45,4.1,7.5,1.55,3.9,5.6,1.53,4,6.5,1.49,4.58,7.68,1.5,4,7,1.57,4,6,1.5,4.4,7.5,38,1.55,1.48,4.56,4.18,7.91,7.05,1.43,4.79,8.95
SP1,30/11/2013,Celta,Almeria,3,1,H,1,1,D,17,6,6,3,11,12,7,3,1,2,0,0,1.91,3.4,4,1.9,3.4,4.1,2.05,3.3,3.5,2,3.4,3.75,1.92,3.59,4.55,1.95,3.3,4,1.95,3.4,4,1.95,3.5,4.33,38,2.05,1.91,3.53,3.4,4.62,4.1,1.65,3.84,6.44
SP1,30/11/2013,Elche,Ath Madrid,0,2,A,0,0,D,10,12,2,4,14,13,9,6,2,4,0,0,7,4,1.5,7.25,3.9,1.5,5.5,3.8,1.57,6.5,4,1.53,7.83,4.2,1.53,7,3.75,1.53,7,4,1.5,8,4.2,1.5,38,8,6.86,4.33,3.96,1.57,1.51,7.75,4.59,1.49
SP1,30/11/2013,Espanol,Sociedad,1,2,A,1,0,H,13,15,4,6,17,12,5,7,4,3,0,0,2.2,3.4,3.2,2.2,3.25,3.3,2.2,3.3,3.1,2.3,3.3,3,2.24,3.43,3.54,2.3,3.1,3.3,2.3,3.4,3.13,2.25,3.4,3.5,38,2.31,2.24,3.42,3.3,3.5,3.2,2.13,3.5,3.76
SP1,30/11/2013,Real Madrid,Valladolid,4,0,H,2,0,H,26,9,12,3,6,8,10,1,1,1,0,0,1.13,8.5,17,1.13,8,17.5,1.1,8,20,1.14,8,17,1.15,10,19.68,1.14,7,21,1.13,9,19,1.15,9.5,19,38,1.15,1.13,10,8.57,24.12,17.98,1.1,12,34
SP1,01/12/2013,Ath Bilbao,Barcelona,1,0,H,0,0,D,15,11,6,2,16,10,4,5,3,4,0,0,5,4.2,1.6,5.5,4.1,1.57,6.1,4,1.5,5.5,4,1.57,5.3,4.19,1.68,5.5,3.5,1.67,6.25,4.33,1.5,5.25,4.2,1.67,38,6.1,5.32,4.33,3.99,1.69,1.61,6.15,4.36,1.59
SP1,01/12/2013,Betis,Vallecano,2,2,D,1,0,H,12,9,4,5,21,16,8,4,3,5,0,0,1.91,3.4,4,1.95,3.3,4,1.9,3.45,3.8,1.95,3.5,3.75,2,3.62,4.1,1.95,3.3,4,1.95,3.6,3.8,2,3.6,4,38,2,1.93,3.62,3.44,4.2,3.92,1.99,3.57,4.21
SP1,01/12/2013,Granada,Sevilla,1,2,A,0,1,A,17,13,8,7,13,14,8,3,4,7,0,0,2.8,3.25,2.5,2.85,3.2,2.5,2.55,3.4,2.55,2.75,3.3,2.5,3.05,3.35,2.54,2.9,3,2.62,2.88,3.3,2.5,3,3.3,2.55,38,3.05,2.86,3.4,3.24,2.62,2.48,2.93,3.27,2.47
SP1,01/12/2013,Valencia,Osasuna,3,0,H,1,0,H,24,6,11,1,15,11,7,1,1,1,0,1,1.4,4.5,8,1.45,4.2,7.25,1.5,4,6.1,1.5,4.2,6.5,1.48,4.58,7.99,1.5,4,7,1.44,4.33,8,1.45,4.5,8.5,36,1.5,1.44,4.58,4.28,8.5,7.2,1.5,4.74,7.03
SP1,13/12/2013,Levante,Elche,2,1,H,1,1,D,9,7,3,2,11,9,5,3,4,4,0,0,2.3,3.1,3.25,2.3,3.1,3.3,2.1,3.3,3.3,2.25,3.2,3.2,2.38,3.2,3.41,2.25,3.1,3.4,2.2,3.25,3.5,2.4,3.2,3.4,38,2.4,2.3,3.3,3.18,3.51,3.27,2.46,3.18,3.34
SP1,14/12/2013,Barcelona,Villarreal,2,1,H,1,0,H,13,3,7,1,7,12,7,4,1,1,0,0,1.29,5.5,11,1.3,5.25,9.25,1.25,6,9,1.3,5.5,8.5,1.3,6.13,11.02,1.29,5.5,10,1.33,5.25,9.5,1.3,6,9.5,37,1.33,1.29,6.26,5.59,11,9.63,1.28,6.63,11.56
SP1,14/12/2013,Malaga,Getafe,1,0,H,0,0,D,21,6,4,3,17,14,7,4,4,4,0,0,2,3.4,3.75,1.95,3.4,3.9,2.1,3.3,3.3,2.05,3.4,3.5,2,3.55,4.2,2.05,3.2,3.75,2,3.5,3.8,2.05,3.5,4,37,2.1,1.99,3.53,3.4,4.31,3.82,2.04,3.53,4.05
SP1,14/12/2013,Osasuna,Real Madrid,2,2,D,2,1,H,11,17,7,4,9,14,5,6,4,1,1,1,11,6.5,1.22,12,6,1.22,9,6,1.25,10,6,1.25,13.78,6.72,1.25,10,6,1.25,13,6.5,1.22,13,6.5,1.25,37,14,11.53,7.01,6.17,1.27,1.24,13.76,7.05,1.24
SP1,14/12/2013,Vallecano,Granada,0,2,A,0,1,A,17,13,8,3,20,21,7,3,4,5,1,0,2.05,3.3,3.6,1.95,3.3,4,2,3.3,3.6,2,3.4,3.75,2.1,3.5,3.86,2.1,3.2,3.6,2.1,3.4,3.6,2.05,3.5,3.9,37,2.1,2.03,3.54,3.37,4.03,3.72,2.19,3.6,3.53
SP1,15/12/2013,Almeria,Espanol,0,0,D,0,0,D,10,16,4,6,10,17,5,5,0,2,0,0,2.7,3.2,2.63,2.6,3.25,2.65,2.4,3.3,2.75,2.5,3.25,2.8,2.84,3.21,2.81,2.5,3.1,2.9,2.63,3.3,2.75,2.8,3.2,2.75,37,2.88,2.64,3.3,3.19,2.9,2.72,2.75,3.34,2.8
SP1,15/12/2013,Ath Madrid,Valencia,3,0,H,0,0,D,14,3,6,0,9,14,8,1,2,4,0,0,1.33,4.75,10,1.36,4.5,9,1.4,4.6,6.8,1.4,4.5,8,1.39,5.04,9.91,1.4,4,10,1.36,4.8,9.5,1.36,5.2,10,37,1.4,1.36,5.31,4.8,10,8.8,1.33,5.8,10.71
SP1,15/12/2013,Sevilla,Ath Bilbao,1,1,D,1,1,D,14,13,2,4,21,9,8,9,4,2,0,0,1.95,3.5,3.75,2,3.6,3.5,2.2,3.3,3.1,2.1,3.5,3.3,2.02,3.7,3.91,2.1,3.2,3.6,2.05,3.4,3.75,2,3.7,3.9,37,2.2,2.01,3.68,3.45,4,3.68,2.14,3.63,3.6
SP1,15/12/2013,Sociedad,Betis,5,1,H,1,1,D,20,15,9,4,8,12,11,1,4,2,0,0,1.73,3.6,4.75,1.65,3.8,5,1.65,3.6,5.1,1.72,3.75,4.5,1.76,4.07,4.85,1.8,3.5,4.5,1.73,3.75,5,1.75,4,4.8,36,1.8,1.74,4.06,3.69,5.1,4.66,1.83,3.86,4.63
SP1,16/12/2013,Valladolid,Celta,3,0,H,0,0,D,11,14,6,3,17,17,7,5,3,1,0,1,2.38,3.25,3,2.3,3.3,3.1,2.2,3.3,3.1,2.2,3.3,3.25,2.51,3.16,3.27,2.5,3.1,2.9,2.25,3.4,3.25,2.45,3.3,3.12,37,2.52,2.37,3.41,3.25,3.25,2.99,2.47,3.49,3.05
SP1,20/12/2013,Elche,Malaga,0,1,A,0,1,A,8,6,2,2,17,14,7,2,3,4,1,0,2.3,3.2,3.2,2.45,3.1,3,2.3,3.3,2.9,2.25,3.25,3.2,2.5,3.28,3.17,2.3,3.1,3.2,2.25,3.25,3.4,2.5,3.25,3.12,36,2.53,2.37,3.3,3.21,3.3,3.11,2.55,3.33,3.06
SP1,21/12/2013,Ath Madrid,Levante,3,2,H,1,1,D,16,8,6,4,16,18,10,6,3,5,0,1,1.14,7.5,17,1.15,7.25,17.5,1.17,7,12.5,1.16,7,15,1.17,8.4,20.4,1.17,6.5,17,1.15,8,19,1.14,8,21,37,1.19,1.15,8.5,7.58,25.97,18.39,1.15,9.4,23.99
SP1,21/12/2013,Betis,Almeria,0,1,A,0,1,A,25,14,8,7,9,17,11,2,0,2,0,0,1.73,3.75,4.5,1.75,3.6,4.6,1.8,3.5,4.2,1.8,3.5,4.5,1.74,3.91,5.33,1.75,3.5,4.8,1.73,3.75,5,1.73,3.9,5.25,37,1.8,1.72,3.95,3.7,5.53,4.83,1.68,3.89,5.93
SP1,21/12/2013,Granada,Sociedad,1,3,A,1,2,A,23,11,8,7,16,9,8,2,3,1,0,0,2.4,3.3,2.88,2.45,3.3,2.85,2.5,3.3,2.65,2.62,3.25,2.62,2.64,3.37,2.9,2.7,3.1,2.7,2.5,3.3,2.9,2.62,3.3,2.9,37,2.7,2.55,3.45,3.26,2.95,2.79,2.75,3.46,2.72
SP1,21/12/2013,Villarreal,Sevilla,1,2,A,0,1,A,13,12,5,4,13,25,11,4,3,4,0,1,1.85,3.6,4,1.83,3.6,4.2,1.85,3.45,4,1.9,3.6,3.75,1.86,3.72,4.65,1.91,3.4,4,1.85,3.6,4.33,1.85,3.75,4.6,37,1.95,1.86,3.75,3.57,4.63,4.13,1.91,3.73,4.38
SP1,22/12/2013,Ath Bilbao,Vallecano,2,1,H,1,0,H,24,14,9,5,11,21,8,7,0,2,0,0,1.44,4.33,7,1.45,4.33,7,1.42,4.2,7.3,1.5,4.2,6,1.52,4.62,6.84,1.5,4,7,1.44,4.5,7.5,1.5,4.6,7,37,1.52,1.47,4.64,4.28,7.5,6.85,1.51,4.69,6.88
SP1,22/12/2013,Celta,Osasuna,1,1,D,1,1,D,14,13,6,4,14,15,5,7,0,3,0,0,1.8,3.5,4.5,1.8,3.5,4.5,1.85,3.45,4,1.85,3.5,4.2,1.86,3.62,4.82,1.91,3.4,4,1.8,3.5,4.8,1.87,3.6,4.6,37,1.91,1.83,3.7,3.5,4.87,4.36,2,3.63,4.09
SP1,22/12/2013,Espanol,Valladolid,4,2,H,2,0,H,13,9,7,4,23,13,2,4,3,1,0,0,1.8,3.4,4.75,1.75,3.4,5,1.8,3.5,4.2,1.85,3.5,4.2,1.77,3.73,5.37,1.8,3.2,5,1.8,3.5,4.8,1.8,3.7,5.2,37,1.85,1.77,3.73,3.53,5.37,4.75,1.79,3.35,4.64
SP1,22/12/2013,Getafe,Barcelona,2,5,A,2,3,A,12,15,2,7,26,7,7,1,4,3,0,0,7,4.75,1.4,7.25,4.5,1.42,7.2,5,1.35,6.5,4.33,1.45,8.59,5.06,1.42,7,4.33,1.44,7.5,4.5,1.44,8,5,1.44,37,8.54,7.66,5.06,4.55,1.45,1.41,9.02,5.58,1.37
SP1,22/12/2013,Valencia,Real Madrid,2,3,A,1,2,A,12,12,5,5,12,13,3,6,2,2,0,0,5.5,4,1.57,5.5,4.25,1.55,5.2,4,1.57,5,4,1.61,5.47,4.38,1.64,5.5,3.75,1.62,5.5,4.33,1.57,5.25,4.4,1.65,37,5.75,5.33,4.41,4.06,1.65,1.6,5.69,4.56,1.6
SP1,04/01/2014,Almeria,Granada,3,0,H,2,0,H,18,5,8,3,18,10,9,9,3,3,0,0,2.4,3.2,3,2.3,3.25,3.1,2.3,3.3,2.9,2.4,3.2,3,2.44,3.34,3.22,2.5,3.2,2.8,2.4,3.25,3.1,2.45,3.25,3.25,38,2.5,2.39,3.34,3.21,3.25,3.04,2.68,3.31,2.89
SP1,04/01/2014,Malaga,Ath Madrid,0,1,A,0,0,D,12,9,3,6,20,14,5,8,4,6,0,0,6,4.1,1.53,7,3.9,1.5,5.6,3.75,1.57,6.5,4,1.53,6.8,4.2,1.57,7,3.75,1.53,7.5,4.1,1.5,7,4.1,1.57,37,7.5,6.69,4.2,3.91,1.57,1.54,6.78,4.41,1.55
SP1,04/01/2014,Valencia,Levante,2,0,H,1,0,H,17,7,5,2,17,24,7,5,3,1,0,0,1.44,4.2,7.5,1.45,4.2,7.25,1.55,3.9,5.6,1.5,4.33,6,1.5,4.47,7.86,1.5,4,7,1.53,4,7,1.5,4.4,7.5,38,1.55,1.47,4.5,4.2,8,7.13,1.44,4.88,8.34
SP1,04/01/2014,Valladolid,Betis,0,0,D,0,0,D,10,6,3,3,6,10,10,6,1,0,0,0,2.38,3.25,3,2.35,3.3,2.95,2.2,3.3,3.1,2.3,3.3,3.1,2.42,3.5,3.11,2.4,3.1,3.1,2.38,3.3,3.1,2.45,3.4,3,38,2.45,2.36,3.5,3.26,3.2,3.05,2.7,3.37,2.81
SP1,05/01/2014,Barcelona,Elche,4,0,H,2,0,H,13,3,6,0,12,17,1,2,2,2,0,0,1.07,11,26,1.09,9.5,23,1.1,8,20,1.09,10,21,1.09,13.5,33.5,1.1,8,34,1.08,12,26,1.07,11.5,41,38,1.11,1.08,14.87,11.02,41,25.55,1.07,16,41
SP1,05/01/2014,Osasuna,Espanol,1,0,H,1,0,H,11,13,4,3,9,15,1,10,3,7,0,0,2.4,3.2,3,2.3,3.1,3.25,2.4,3.3,2.75,2.3,3.25,3.1,2.47,3.3,3.21,2.5,3.1,3,2.4,3.2,3.13,2.5,3.2,3.2,37,2.5,2.41,3.3,3.2,3.23,3.03,2.4,3.23,3.43
SP1,05/01/2014,Sevilla,Getafe,3,0,H,1,0,H,20,9,7,1,13,14,9,2,2,2,0,0,1.53,4.2,5.75,1.55,4.1,5.75,1.55,3.9,5.6,1.6,3.75,5.5,1.55,4.42,6.69,1.57,3.8,6,1.57,4.1,6,1.57,4.3,6.5,38,1.6,1.55,4.42,3.97,6.73,6.08,1.56,4.38,6.69
SP1,05/01/2014,Sociedad,Ath Bilbao,2,0,H,1,0,H,8,13,4,3,11,15,5,4,2,3,0,0,2.15,3.4,3.3,2.2,3.25,3.3,2.3,3.2,3,2.2,3.4,3.2,2.18,3.6,3.52,2.2,3.3,3.3,2.25,3.4,3.25,2.2,3.4,3.4,38,2.3,2.19,3.6,3.37,3.52,3.28,2.2,3.54,3.53
SP1,06/01/2014,Real Madrid,Celta,3,0,H,0,0,D,18,15,8,1,12,9,12,9,0,2,0,0,1.1,9,21,1.09,9.75,21,1.1,8,20,1.1,10,19,1.11,12.5,25,1.1,8,34,1.1,11,23,1.1,11,31,38,1.13,1.1,12.74,10.08,34,22.77,1.07,15.61,42.82
SP1,06/01/2014,Vallecano,Villarreal,2,5,A,0,3,A,19,12,8,6,14,18,11,5,3,3,0,0,3.3,3.4,2.15,3.5,3.4,2.05,3.6,3.3,2,3.5,3.4,2.1,3.57,3.58,2.17,3.3,3.3,2.2,3.6,3.4,2.1,3.6,3.4,2.2,38,3.6,3.45,3.58,3.38,2.2,2.11,3.62,3.39,2.22
SP1,10/01/2014,Granada,Valladolid,4,0,H,2,0,H,15,10,8,1,11,13,8,5,0,3,0,0,2,3.3,3.8,2,3.3,3.8,2,3.3,3.6,2.05,3.3,3.75,2.03,3.43,4.24,2.05,3.1,4,2.05,3.4,3.8,2.05,3.4,4.1,43,2.09,2.02,3.5,3.31,4.17,3.91,2.02,3.36,4.41
SP1,11/01/2014,Ath Bilbao,Almeria,6,1,H,3,1,H,15,9,7,2,13,10,8,6,2,1,0,0,1.4,4.5,7.5,1.4,4.5,7.75,1.42,4.2,7.3,1.44,4.33,7,1.4,4.95,9.46,1.4,4.5,8,1.4,4.75,8.5,1.4,4.75,9,43,1.44,1.4,4.95,4.6,9.4,8.05,1.36,5.39,9.99
SP1,11/01/2014,Ath Madrid,Barcelona,0,0,D,0,0,D,6,9,2,2,17,9,7,6,2,3,0,0,3.1,3.5,2.2,3.2,3.4,2.2,3.3,3.5,2.1,3.3,3.5,2.15,3.3,3.62,2.27,3.3,3.1,2.25,3.25,3.4,2.25,3.25,3.5,2.25,43,3.6,3.25,3.7,3.41,2.29,2.2,3.07,3.41,2.49
SP1,11/01/2014,Celta,Valencia,2,1,H,0,1,A,21,11,8,2,7,14,4,2,0,2,0,0,3.1,3.3,2.3,3,3.25,2.35,2.75,3.3,2.4,2.9,3.3,2.4,3.24,3.41,2.4,2.9,3.25,2.45,2.9,3.3,2.5,3.12,3.4,2.4,43,3.24,3,3.5,3.31,2.5,2.38,3.08,3.55,2.41
SP1,11/01/2014,Elche,Sevilla,1,1,D,0,0,D,10,10,3,3,7,23,8,5,2,3,0,0,3.3,3.4,2.15,3.5,3.25,2.1,3.3,3.3,2.1,3.1,3.4,2.25,3.69,3.45,2.18,3.2,3.3,2.25,3.25,3.4,2.25,3.6,3.4,2.2,43,3.73,3.41,3.55,3.36,2.25,2.15,4.31,3.58,1.96
SP1,12/01/2014,Betis,Osasuna,1,2,A,0,1,A,22,7,8,3,20,11,8,3,4,2,1,1,1.8,3.5,4.5,1.8,3.5,4.5,1.9,3.45,3.8,1.85,3.4,4.33,1.8,3.72,5.1,1.83,3.3,4.5,1.83,3.5,4.6,1.83,3.5,5,43,1.9,1.8,3.73,3.52,5.11,4.58,1.87,3.78,4.56
SP1,12/01/2014,Espanol,Real Madrid,0,1,A,0,0,D,11,23,1,8,19,12,3,8,2,1,0,0,7.5,5.5,1.33,8,5,1.35,9,5,1.3,8.5,5.5,1.3,8.81,5.46,1.38,8,5,1.36,8,5.25,1.36,9,5.5,1.36,43,9,8.18,5.9,5.16,1.4,1.35,9.39,5.51,1.37
SP1,12/01/2014,Getafe,Vallecano,0,1,A,0,1,A,14,14,5,5,19,14,12,7,5,1,0,0,2,3.4,3.75,1.95,3.5,3.75,1.9,3.5,3.7,1.95,3.4,4,2.06,3.65,3.9,2.1,3.1,3.8,2,3.4,3.9,2.1,3.5,3.7,43,2.1,2.02,3.65,3.43,4,3.69,2.33,3.43,3.34
SP1,12/01/2014,Levante,Malaga,1,0,H,1,0,H,8,22,5,6,24,16,4,7,4,5,0,0,2.5,3.2,2.88,2.5,3.25,2.8,2.4,3.3,2.75,2.4,3.25,2.9,2.66,3.25,2.97,2.62,3.1,2.8,2.6,3.25,2.8,2.7,3.2,2.9,43,2.7,2.55,3.35,3.22,2.97,2.83,2.82,3.33,2.74
SP1,13/01/2014,Villarreal,Sociedad,5,1,H,3,0,H,22,8,11,4,16,13,8,6,2,4,0,0,1.91,3.5,4,1.85,3.6,4.1,1.9,3.5,3.7,1.95,3.5,3.8,1.98,3.74,4.04,2,3.2,4,1.95,3.5,4,1.95,3.5,4.1,39,2,1.94,3.74,3.44,4.2,3.94,2.02,3.56,4.09
SP1,17/01/2014,Malaga,Valencia,0,0,D,0,0,D,17,11,6,4,17,17,5,5,2,4,0,0,2.7,3.2,2.63,2.7,3.2,2.6,2.6,3.2,2.6,2.75,3.3,2.5,2.77,3.39,2.75,2.75,3.2,2.6,2.63,3.3,2.75,2.75,3.3,2.7,43,2.92,2.71,3.38,3.25,2.84,2.67,2.72,3.35,2.82
SP1,18/01/2014,Betis,Real Madrid,0,5,A,0,3,A,7,21,1,11,18,13,0,7,3,1,0,0,8.5,6,1.29,11,5.5,1.26,10.5,6,1.22,10,5.5,1.28,11.55,6.17,1.3,11,5,1.29,9.5,6,1.29,9.5,6,1.29,42,12,9.77,6.5,5.74,1.35,1.28,11.14,6.8,1.28
SP1,18/01/2014,Elche,Vallecano,2,0,H,1,0,H,15,7,10,1,13,7,7,1,2,2,0,1,2.38,3.2,3,2.25,3.2,3.2,2.2,3.2,3.2,2.3,3.25,3.2,2.38,3.34,3.32,2.3,3.2,3.2,2.3,3.25,3.3,2.4,3.3,3.3,42,2.4,2.31,3.37,3.25,3.45,3.16,2.4,3.44,3.2
SP1,18/01/2014,Espanol,Celta,1,0,H,0,0,D,8,12,3,2,15,14,3,8,1,1,0,0,2,3.25,3.9,1.91,3.3,4.2,1.9,3.45,3.8,1.95,3.5,3.75,2.04,3.41,4.2,2,3.4,3.75,1.91,3.5,4.2,2.05,3.4,4.1,42,2.05,1.98,3.5,3.37,4.5,3.93,1.91,3.48,4.78
SP1,18/01/2014,Granada,Osasuna,0,0,D,0,0,D,17,8,3,0,11,12,7,0,1,3,0,0,2,3.2,4,1.95,3.3,4,2.1,3.3,3.3,2,3.3,3.8,1.99,3.35,4.54,2.05,3.25,3.8,2,3.3,4.1,2,3.3,4.33,42,2.1,1.99,3.45,3.27,4.7,4.03,1.94,3.36,4.81
SP1,19/01/2014,Ath Madrid,Sevilla,1,1,D,1,0,H,16,10,2,3,13,15,8,3,3,2,0,1,1.36,4.75,8.5,1.33,4.75,9.5,1.37,4.6,7.5,1.36,4.8,8,1.36,5.34,10.31,1.36,4.8,8.5,1.36,5,9,1.36,4.8,10,42,1.4,1.35,5.7,4.82,12,9.19,1.33,5.87,9.98
SP1,19/01/2014,Getafe,Sociedad,2,2,D,1,2,A,16,9,5,6,21,12,9,3,3,2,1,0,3,3.4,2.3,2.95,3.3,2.35,2.75,3.3,2.4,2.87,3.4,2.37,3.24,3.47,2.36,3.1,3.3,2.3,3,3.4,2.38,3.2,3.4,2.38,40,3.3,3.04,3.6,3.34,2.4,2.31,3.41,3.66,2.21
SP1,19/01/2014,Levante,Barcelona,1,1,D,1,1,D,7,17,4,6,13,11,2,8,3,1,0,0,15,7,1.17,15,6.5,1.19,14,6.5,1.17,12,7,1.2,19.86,8.3,1.18,13,7.5,1.18,17,7.5,1.17,18,7.5,1.2,40,19.86,15.04,9.1,6.97,1.21,1.18,19.75,9.59,1.16
SP1,19/01/2014,Villarreal,Almeria,2,0,H,1,0,H,12,13,2,4,15,15,9,7,2,1,0,0,1.33,5,9,1.33,4.75,9.5,1.35,4.8,7.6,1.36,5,7.5,1.32,5.44,12.35,1.35,4.8,9,1.33,5.1,10,1.33,5,11,40,1.37,1.33,5.7,4.85,12.35,9.75,1.29,6.05,12.28
SP1,20/01/2014,Ath Bilbao,Valladolid,4,2,H,0,1,A,23,7,14,4,6,13,11,0,2,4,0,0,1.36,4.75,8.5,1.33,4.75,9.5,1.4,4.6,6.8,1.4,4.5,8,1.38,5.06,9.99,1.36,4.5,9,1.36,4.8,9,1.4,4.75,10,39,1.4,1.36,5.4,4.67,11,8.89,1.38,5.02,10.15
SP1,24/01/2014,Celta,Betis,4,2,H,3,1,H,10,13,5,5,17,15,2,4,2,3,0,1,2.1,3.4,3.4,2,3.4,3.7,1.9,3.45,3.8,2,3.4,3.75,2.12,3.45,3.86,2.1,3.3,3.6,2.05,3.4,3.75,2.15,3.4,3.7,41,2.12,2.04,3.52,3.38,3.93,3.74,2.15,3.49,3.75
SP1,25/01/2014,Real Madrid,Granada,2,0,H,0,0,D,23,8,8,2,11,14,4,1,4,2,0,0,1.05,15,26,1.07,11.5,23,1.07,9.5,22,1.07,11,23,1.08,14.65,38.9,1.08,9,34,1.06,13,34,1.06,13,36,41,1.1,1.07,18,11.7,46,29.63,1.07,16.59,40.63
